"Country Name","Country Code","Series","Series Code","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,"2019",
"East Asia & Pacific (excluding high income)","EAP","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","6.66002","6.96666","7.26801","7.67392","7.74209","7.88723","8.15057","8.4541","8.60598","8.42965","8.21253","8.18843","8.05605","8.01582","8.04582","8.3249","8.56337","8.74965","8.86522","8.90621","8.82204","8.88074","8.95997","9.0165","9.047","9.16411","9.32771","9.42855","9.52653","9.76254","10.0557","10.10727","10.3452","10.58048","10.84771","11.028","11.15783","11.49261","11.68712","11.89516","12.11098","12.26582","12.42054","12.58979","12.74288","12.91086","12.99804","13.18874","13.3426","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","6.61004","6.91924","7.22186","7.62886","7.69394","7.8381","8.10468","8.41239","8.56689","8.38909","8.17023","8.14677","8.01448","7.97615","8.00899","8.29283","8.53404","8.72147","8.83673","8.87653","8.79031","8.85014","8.93139","8.99013","9.02246","9.14157","9.30633","9.40709","9.50431","9.74103","10.03635","10.0881","10.32931","10.5682","10.83948","11.02242","11.154","11.49333","11.6905","11.90138","12.12067","12.27795","12.43507","12.60664","12.76164","12.93565","13.01704","13.20732","13.36051","",
"Ecuador","ECU","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","7.85687","7.89756","8.38329","","9.50964","10.06364","","","11.27388","11.59615","11.91263","12.06765","12.15503","12.09117","12.33978","","","12.43496","","11.82929","11.66971","","","","","","","","","","","","","","","","","","","","","15.02369","14.91156","","15.19845","","","","",
"Egypt, Arab Rep.","EGY","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","6.51854","6.74261","6.90657","6.87436","7.11618","7.31631","7.56406","7.70152","7.7899","7.95084","8.10232","8.38191","8.69326","8.99162","9.18762","9.484","9.80597","9.95442","9.83596","9.69794","9.7452","","","","","","","","11.08073","","11.29236","11.34467","11.19305","11.25802","","","","","11.72766","11.91671","11.98482","12.43441","12.73592","12.73727","","13.1253","13.32624","","",
"El Salvador","SLV","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","6.33867","6.30436","","7.04057","7.48286","7.76555","","8.23537","8.4919","","","","","8.17344","8.3907","","","","9.43533","9.28476","","9.19575","","9.80798","","","","","11.40899","11.24401","11.51992","11.62421","11.85634","12.13775","12.34562","12.554","12.49476","13.00392","12.3644","12.3634","12.47133","12.61316","12.67521","12.78912","12.54815","12.23846","11.98343","11.6416","11.59388","",
"Equatorial Guinea","GNQ","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.07755","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","","","","","","","","","","5.22376","5.23228","","","5.88284","6.49877","6.51813","6.97389","","8.07652","","","","","8.15031","8.03085","","","","8.72332","8.03471","","","","",
"Estonia","EST","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","13.32997","","","13.11071","13.13126","12.87829","12.83746","12.39554","12.58991","12.90908","13.30634","","14.16652","14.40665","14.98547","15.42989","15.63121","15.71774","15.87447","16.12036","16.065","16.11493","16.10435","16.18022","16.39779","16.50272","16.50991","16.42388","16.21989","16.11494","16.06362","15.989","","",
"Eswatini","SWZ","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","6.90605","7.06257","7.4417","7.6902","8.09008","8.27441","8.32778","8.48608","","8.48883","8.64503","","","","","8.91385","","","","","","","9.43644","9.4699","","","9.8853","","","10.11196","10.02483","","9.99248","","10.64344","10.90016","11.59588","","","","","12.73419","","12.7922","","","","","","",
"Ethiopia","ETH","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","1.13895","1.20725","1.25564","1.37393","","","","","","","","","","3.20365","","3.0402","3.4311","3.55301","3.44148","","2.77058","","","2.27051","2.50273","2.88408","","","3.93034","4.30807","4.87118","5.24046","5.43913","5.7914","6.61279","","","8.13313","8.12614","8.18728","8.333","8.40583","","","","","","","",
"Euro area","EMU","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","12.43277","12.31077","12.4564","12.5944","12.74784","12.81299","12.92848","12.98758","12.98367","12.94378","12.95097","12.93121","12.97735","13.02811","13.12585","13.27354","13.4973","13.649","13.75496","13.88178","13.9615","13.95734","14.16242","14.56721","15.04303","15.15672","15.31822","15.42139","15.66581","15.57133","15.66335","15.77043","15.76893","15.86058","15.88017","16.11229","16.20001","16.17951","16.22119","16.23032","16.34874","16.50545","16.51123","16.59217","16.62181","16.68078","16.72375","16.84697","16.84286","",
"Europe & Central Asia","ECS","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","11.79027","11.69219","11.75041","11.79808","11.8791","11.91849","11.96668","12.02578","12.03091","12.02273","12.02575","11.9484","12.02853","12.07415","12.17715","12.28247","12.3922","12.51831","12.56209","12.55515","12.55692","12.52205","12.50719","12.63533","12.72417","12.83412","12.99492","13.09647","13.31207","13.46708","13.63463","13.92326","14.13404","14.31906","14.27885","14.42463","14.51779","14.5788","14.6216","14.68285","14.93752","15.09311","15.11239","15.6316","15.67532","15.77878","15.85185","15.9111","15.87576","",
"Europe & Central Asia (excluding high income)","ECA","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","11.22103","11.13823","11.12372","11.07802","11.05896","11.069","11.07513","11.17446","11.22433","11.26547","11.29204","11.16827","11.30306","11.37219","11.52301","11.65585","11.72382","11.87014","11.8996","11.81286","11.75008","11.65335","11.48439","11.3046","11.13359","11.22182","11.35307","11.35855","11.46919","11.62035","11.73731","12.13088","12.4875","12.75776","12.7047","12.79748","12.97051","13.12971","13.17889","13.27658","13.64585","13.93857","13.97885","14.54402","14.66722","14.86214","14.97165","15.00849","14.96562","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","11.22822","11.13143","11.12436","11.09037","11.08328","11.10015","11.11197","11.2101","11.26095","11.30376","11.33229","11.22762","11.34839","11.40615","11.54922","11.67745","11.74147","11.88043","11.91521","11.83873","11.78351","11.69867","11.54147","11.42601","11.28444","11.35635","11.4922","11.53741","11.68132","11.85994","11.98535","12.36857","12.71932","12.97312","12.86908","12.96445","13.12309","13.26743","13.30983","13.40085","13.76003","14.02677","14.0736","14.66489","14.7587","14.93734","15.03983","15.07713","15.03436","",
"European Union","EUU","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","12.21687","12.09156","12.19698","12.30087","12.44504","12.51716","12.60559","12.66235","12.66795","12.64633","12.65532","12.64994","12.69923","12.73928","12.80593","12.89498","13.07109","13.1879","13.26484","13.35344","13.43259","13.42744","13.57292","14.04495","14.42076","14.55584","14.75164","14.92173","15.16179","15.26088","15.40894","15.5529","15.60717","15.71014","15.70161","15.90872","15.91871","15.91368","15.98883","16.03846","16.17865","16.19113","16.17553","16.65198","16.63561","16.65275","16.68365","16.79864","16.80247","",
"Faroe Islands","FRO","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","9.56123","9.95045","10.33261","10.70095","10.97137","11.17845","","","","","10.75338","10.6637","","","10.53435","10.46551","10.66017","","","","","12.48121","","","","","","","","","","","","13.42288","13.91591","","","","","","","","","","","","","","","",
"Finland","FIN","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","11.63829","11.90787","12.00707","12.35232","12.60371","12.81845","13.00573","13.12206","13.2457","13.30565","13.34304","13.5088","13.72418","13.91424","14.04351","14.18064","14.28315","14.43864","14.66496","14.99647","15.21839","15.76556","15.8752","16.21612","16.30915","16.52115","16.72907","17.03973","17.27614","17.70118","17.99418","18.06677","18.25948","17.03296","17.1431","17.1328","17.08893","17.04219","16.81094","16.93851","17.05632","17.06842","19.30257","19.26124","19.31862","19.31544","19.39712","","",
"Fragile and conflict affected situations","FCS","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","5.18906","5.17137","5.22228","5.32436","5.41411","5.5419","5.66185","5.80181","5.90223","6.09961","6.25242","6.4164","6.3596","6.39928","6.44686","6.44002","6.47774","6.42996","6.47623","6.37241","6.14709","6.44487","6.37408","6.4236","6.48965","6.53603","6.51645","6.53366","6.52883","6.50426","6.65637","6.8212","7.17779","7.45233","7.74899","7.8965","8.13797","8.27558","8.59823","8.74194","8.89503","9.10315","9.21195","9.2587","9.31391","9.33479","9.38517","","","",
"France","FRA","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","11.96203","12.12435","12.29387","12.58981","12.48446","12.36489","12.4099","12.50352","12.47562","12.56414","12.56006","12.62114","12.63408","","12.90908","13.15092","13.3871","13.61022","13.9134","14.08889","14.47625","14.69745","14.79576","15.5891","15.70378","15.79721","15.76473","15.69322","15.0371","14.93727","14.85168","14.62264","14.66084","14.6331","15.19083","15.16401","15.09527","15.05336","15.02524","15.13388","15.19117","15.26072","15.41289","15.44229","15.4227","15.52843","15.64217","","",
"French Polynesia","PYF","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","9.35765","9.5664","9.86856","10.08635","11.0351","10.80035","10.60016","11.07719","10.71077","10.83645","","","11.20244","11.39762","","","12.07692","11.6717","11.75625","","","","","","","","","","12.15069","","12.18682","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","","","","","","","","","","5.47741","","","","","","","","","","","","","7.93137","7.96454","7.955","","","","","","","","","",
"Georgia","GEO","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","12.98725","","","","","","","","","","12.42761","","","","11.00292","11.24498","11.86952","","12.70209","13.19788","13.37042","13.54679","13.685","13.67244","13.75941","13.31651","13.69944","13.14264","13.50503","","","","14.03843","14.21274","14.46464","14.68717","15.02782","15.27506","",
"Germany","DEU","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","","","","","","14.68711","14.81459","15.50873","15.65505","15.76783","15.85593","15.93841","","","","","","","","","","","","","","","","16.73334","16.73534","16.78934","16.87524","16.97719","","",
"Ghana","GHA","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","6.81857","","6.54406","6.27162","6.19557","6.47212","","","","","","7.04634","","","","","","","","","","","","","","","","","7.45478","7.74486","7.33359","7.61971","7.46461","7.84439","8.44274","8.8192","9.45383","10.03231","10.1371","","10.88036","11.1386","11.34636","11.05138","11.5566","11.52074","11.46962","11.48333","",
"Gibraltar","GIB","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","11.64092","11.5408","9.49503","9.63725","9.49843","9.59121","9.57441","9.69253","9.59018","9.48865","9.59308","9.93338","10.01718","10.24512","10.0456","","","","","","","","","","","","","","10.88676","10.89576","12.25356","","","","","","","11.77306","12.12196","","","","","","","","","","",
"Global Partnership for Education","FTI","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","4.69612","4.69247","4.82058","4.9349","5.02312","5.1228","5.17998","5.32769","5.50544","5.68839","5.88762","6.05558","6.19711","6.29346","6.31375","6.24931","6.1247","6.11334","6.17691","6.11377","6.03695","6.19808","6.24965","6.32141","6.39258","6.46775","6.49478","6.69259","6.82775","6.92641","7.0899","7.19345","7.42134","7.62261","7.86452","8.05052","8.24273","8.34638","8.49753","8.68613","8.86632","9.03632","9.16103","9.3681","9.33801","9.36615","9.39074","9.39388","9.45904","",
"Greece","GRC","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","10.40328","10.72876","10.9353","11.16059","11.3283","11.48387","11.55076","11.48689","11.44187","11.43851","11.60521","11.81671","11.73638","12.05271","12.26662","12.40823","12.47625","12.46021","12.43097","12.38534","12.93603","12.83634","12.63655","12.80977","12.81267","12.96412","13.13731","13.8111","13.76974","14.15261","14.51236","15.09093","15.16122","15.48805","16.18701","16.3756","15.86829","","","16.75957","16.86863","17.16434","17.34186","17.8985","","18.64053","19.10167","","",
"Greenland","GRL","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","12.0951","12.08944","","11.58826","11.24326","11.64309","","","","","","","","","","","","","","","","","","","","","","","","","17.68701","","","","","","18.8692","18.81738","18.48952","18.62984","",
"Guam","GUM","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","4.07024","4.08551","4.23855","4.1733","4.41705","4.54559","4.52802","4.71025","5.18352","","","5.71071","","5.71319","5.71605","5.77423","5.84071","","","","","","","6.70906","6.77788","6.93532","","","","","","","8.94193","","","","","10.3059","","","","","","10.64304","10.7036","10.75268","","","","",
"Guinea","GIN","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","2.58529","","","","","","3.01147","3.21242","3.29687","","3.23344","3.01083","2.93547","2.90208","3.13533","2.95437","2.66785","","2.7396","2.66297","2.81434","","3.15909","3.38288","","3.84002","","","","","","","","6.61212","7.09331","7.5572","","8.13427","","","8.5711","8.5584","","9.00926","","","","","",
"Guinea-Bissau","GNB","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","","","","3.47456","","","","","","","","","","","","","","","","8.69394","9.1869","","","","","","","","","","","","","",
"Guyana","GUY","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","9.38218","9.56251","9.70577","","","10.02841","","","","","","","","9.11085","9.29685","9.66633","","","","","","","","","","","","","","","","","10.8968","","11.30728","","10.73397","10.76708","10.6781","10.94889","11.47663","11.43113","","","","","","","",
"Haiti","HTI","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","4.55913","5.135","5.56807","","6.14369","6.52292","","6.89116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","3.81989","3.83711","3.89655","3.93244","4.00604","4.18611","4.39409","4.56594","4.75372","4.93922","5.15109","5.31434","5.27825","5.31585","5.30556","5.22241","5.22158","5.18525","5.26575","5.14187","5.01411","5.15201","5.04334","5.06734","5.16915","5.3352","5.39045","5.65868","5.81842","5.88024","6.08477","6.37503","6.79376","7.08479","7.37982","7.66994","7.97445","8.25008","8.62099","8.74162","8.87349","8.98888","9.09276","9.22564","9.27242","9.27612","9.23604","9.26658","","",
"High income","HIC","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","11.76734","11.66756","11.76224","11.91092","11.92446","11.97078","12.09208","12.15724","12.18685","12.09863","12.44172","12.50223","12.66693","12.74193","12.85423","12.93033","13.07971","13.24965","13.40215","13.50425","13.56319","13.66114","13.93057","14.17556","14.4227","14.55953","14.69052","14.84759","14.97281","14.87913","14.89457","15.04455","15.12119","15.25014","15.30145","15.46047","15.48079","15.53678","15.6199","15.71709","15.8263","15.91436","15.96992","16.24453","16.30447","16.36892","16.40575","16.42596","16.43868","",
"Honduras","HND","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","6.1994","6.09394","6.27674","6.63927","7.07409","","7.65339","","8.19066","8.40007","8.4424","8.52991","","","","","","8.40077","","8.54811","","","","","","","","","","","","","","","10.16367","","10.329","","10.06435","9.86807","9.67536","9.88421","9.93949","10.06014","","",
"Hong Kong SAR, China","HKG","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","10.16578","10.17128","10.20812","10.36199","10.62615","10.80065","10.95538","","11.2954","11.55813","","11.72283","12.03144","12.13929","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.90355","16.09333","16.31943","16.45096","16.46667","16.63245","16.92947","",
"Hungary","HUN","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","10.35075","10.37328","10.50597","10.55565","10.69534","10.80956","10.96399","11.07933","11.21076","11.34845","11.54576","11.91663","12.03583","12.02578","11.94574","11.80886","11.56843","11.33041","11.18418","11.12654","11.11418","11.21051","","12.27061","12.41279","12.61776","13.05293","13.43634","13.87598","14.23415","14.5657","14.88371","15.24586","14.97252","15.17901","15.28852","15.2889","15.28785","15.21381","15.26412","15.19479","15.24336","15.61969","15.42549","15.2196","15.11898","15.20418","","",
"IBRD only","IBD","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","7.40076","7.52667","7.69252","7.95301","7.99363","8.11099","8.28101","8.5197","8.58537","8.54329","8.50963","8.55915","8.56936","8.65126","8.76771","8.94677","9.12839","9.18904","9.24683","9.30953","9.2969","9.35863","9.41007","9.48745","9.52732","9.57041","9.68178","9.75723","9.81066","9.91882","10.1582","10.22769","10.42827","10.71046","10.88923","11.08858","11.22788","11.50625","11.73538","11.81634","12.06839","12.36653","12.54993","12.74951","12.94987","13.07893","13.27696","13.30814","13.40972","",
"Iceland","ISL","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","11.992","12.19594","","","12.28468","12.44238","12.63535","12.49534","","12.56246","12.96387","13.11626","13.28352","13.47702","13.44753","13.47149","13.65497","13.74835","14.0131","14.23715","15.29761","15.59636","15.4664","15.69216","15.82033","15.88074","","16.81686","16.81957","17.13029","17.248","17.69743","18.353","17.9842","18.16903","18.30337","18.22908","18.39889","18.32003","18.52109","18.54736","18.84399","19.47475","19.58977","19.3477","19.17451","19.08309","","",
"IDA & IBRD total","IBT","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","6.80809","6.90807","7.06956","7.30545","7.3577","7.47239","7.62094","7.82929","7.90134","7.90151","7.90571","7.97016","8.00077","8.07752","8.16027","8.27112","8.3694","8.4043","8.46087","8.49204","8.46975","8.54651","8.59383","8.66549","8.70856","8.75096","8.82304","8.90221","8.94745","9.01352","9.20759","9.27154","9.47144","9.72459","9.91972","10.11174","10.2544","10.45919","10.64881","10.75245","10.97059","11.2134","11.36935","11.54571","11.65454","11.7406","11.86416","11.87399","11.95099","",
"IDA blend","IDB","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","4.58186","4.64587","4.76381","4.8694","5.11175","5.15549","5.17937","5.43515","5.6681","6.0767","6.36124","6.72096","7.10528","7.31011","7.40588","7.38074","6.99294","6.94096","6.823","6.7311","6.78504","6.85211","6.94737","7.00034","6.95678","6.84705","6.66192","6.79332","6.91375","7.02647","7.20883","7.19759","7.26603","7.48899","7.87946","8.05577","8.13668","8.04728","7.9901","8.19915","8.41908","8.5548","8.74466","9.08253","8.87175","8.89885","8.92255","8.88846","8.96377","",
"IDA only","IDX","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","4.24447","4.21696","4.37963","4.53161","4.57634","4.72213","4.84825","4.93227","5.05787","5.19985","5.36709","5.45456","5.5163","5.59755","5.59448","5.51749","5.51993","5.52195","5.6811","5.63704","5.53622","5.70649","5.72056","5.77589","5.88229","6.02754","6.13874","6.34981","6.50553","6.59274","6.78662","6.98797","7.34458","7.57999","7.77758","7.99231","8.2529","8.44731","8.70538","8.88341","9.03784","9.22861","9.33706","9.40975","9.461","9.49867","9.52147","9.54902","9.60865","",
"IDA total","IDA","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","4.34273","4.34321","4.49226","4.6301","4.73602","4.85101","4.94587","5.08435","5.24514","5.47369","5.68105","5.8576","6.02573","6.14984","6.182","6.12536","6.00104","5.98664","6.05505","5.9957","5.9469","6.08332","6.12551","6.18146","6.23886","6.2993","6.31091","6.49516","6.63876","6.73453","6.92452","7.05464","7.31527","7.54669","7.80828","8.01036","8.21182","8.31319","8.46771","8.65591","8.83141","9.00351","9.13815","9.29845","9.26139","9.29478","9.31741","9.32351","9.38798","",
"India","IND","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","5.83956","","6.10385","","","6.17151","6.33552","6.18054","","6.39087","6.58563","6.70924","6.97572","7.16701","","7.41726","7.29866","7.32907","7.49869","","","","","","8.14995","8.17555","8.20985","","","8.30649","8.33717","8.52784","9.12217","","","","10.17862","10.48253","10.41897","10.73543","11.29448","11.52486","11.54076","11.86467","11.94596","12.34237","12.16229","","",
"Indonesia","IDN","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","6.2564","","6.53154","6.46705","6.49519","6.69701","6.87756","7.06664","7.64613","","","8.5324","8.90857","9.25399","9.52056","","10.02406","10.33523","10.33345","10.32262","10.07167","9.87602","9.77097","9.717","9.88506","10.06046","10.21538","10.52088","10.57161","10.68282","10.57404","10.63713","10.75983","10.97385","11.06959","10.94575","10.99733","11.67477","11.67576","12.13866","12.33273","12.59059","12.89035","12.92486","12.88266","13.33804","13.35651","13.53097","13.60698","",
"Iran, Islamic Rep.","IRN","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","6.12228","6.15359","6.47495","6.77952","7.46521","7.95433","8.29626","","","","","","","","","","","","","","","","","","10.78374","","","","11.46398","11.53204","11.96055","11.93974","11.96312","11.60905","11.53783","11.79074","12.01554","12.61374","12.70824","12.85377","13.31479","14.76997","14.66059","14.65942","","14.93214","14.81373","","",
"Iraq","IRQ","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","6.07148","6.31631","6.63042","6.9143","7.43341","8.06144","8.55889","8.92221","10.04633","10.54259","10.406","10.27016","9.70349","9.50645","9.84615","9.81164","9.88757","9.81838","9.74069","","","","","","","","","","8.65431","8.78854","","","","10.15953","","","","","","","","","","","","","","","",
"Ireland","IRL","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","11.01856","11.04731","11.2629","11.30945","11.57156","11.85044","11.91673","11.91508","11.85544","11.78482","11.78667","11.90286","12.00428","11.88815","11.96164","12.14683","12.27406","12.3349","12.33625","12.34975","12.36943","12.55916","13.04246","13.26048","13.32576","13.36121","13.57662","16.17417","16.32534","16.42961","16.56286","16.80606","16.98219","17.24028","17.23914","16.97069","17.01376","17.26187","17.03666","17.46287","17.94523","17.95647","","18.18282","18.70903","18.79326","18.70529","","",
"Isle of Man","IMN","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","12.00828","","12.10474","","12.33582","12.39407","12.58781","12.77777","12.74736","12.97747","13.15423","13.24663","","13.17654","13.13822","13.09649","13.04789","12.87395","13.21521","","13.62749","","13.71954","13.83496","","","15.37351","15.29668","15.48091","16.22185","16.0956","15.97373","15.93305","15.83117","15.95351","15.75246","15.86004","16.07172","16.12238","16.09416","16.14162","16.16893","16.17113","16.08654","16.16283","","",
"Italy","ITA","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","11.06352","11.37255","11.62504","11.80036","11.95639","12.18848","12.29164","12.32671","12.28985","12.24587","12.20485","","12.09287","12.12623","12.22145","12.26231","12.27563","12.44185","12.59633","12.81748","12.99248","13.24015","13.47467","13.92015","14.06558","14.23951","14.5725","14.77298","14.92212","15.00974","15.37252","15.58602","15.80439","15.94891","16.10303","16.27749","16.35604","16.43113","16.46049","16.47192","16.70663","16.4661","16.18659","16.10825","16.03337","15.97876","16.0889","","",
"Jamaica","JAM","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","10.30411","10.10374","","","10.52213","","","","11.12544","","","","","","10.74748","","10.96899","","11.26697","","","","","","","","11.23618","10.8022","11.59801","11.77513","10.98356","12.2902","","","","","","","","","","","12.33967","","","","",
"Japan","JPN","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","8.77125","9.20018","9.56868","10.06374","10.46003","10.88573","11.23581","11.34807","11.47833","11.56","11.5733","11.71656","11.64574","11.57289","11.58568","11.51125","11.47466","11.45596","11.32136","11.2394","11.40272","11.58054","11.53105","11.41911","","11.60629","","","","11.93658","","12.33488","12.60368","12.79256","12.70485","12.63065","12.55109","12.54397","","11.60948","11.23715","11.13697","","","","","10.14295","10.41677","",
"Kazakhstan","KAZ","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","11.6573","","","","","12.54304","","","12.59037","12.53703","12.46156","12.44013","","12.06182","","","","","12.16025","12.37443","","","","","","14.78297","","","","14.55187","14.82794","15.10765","15.07024","15.12672","15.11816","15.14946","15.29436","15.44011","15.61293",
"Kenya","KEN","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","4.93206","5.09286","5.39761","5.62884","7.76972","","7.92449","7.89897","7.75626","8.9795","9.2085","8.92978","","9.04526","8.86615","9.0866","","9.11825","","","","","","","","","","","","","8.19008","8.32012","8.10317","","9.22259","9.24366","","9.73992","","10.26786","","","","","","","","","","",
"Kiribati","KIR","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","7.93614","9.68883","8.11879","","10.43267","","9.99297","10.22358","10.40263","10.86884","10.59952","10.92113","10.72075","10.48961","10.58058","10.43545","10.25626","9.9463","10.67449","10.44218","10.83154","10.97579","","10.95891","10.85209","11.0193","","","10.0002","10.38837","11.73747","11.58656","12.38922","12.15614","12.12124","11.76897","11.61941","11.82484","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.78317","","","","",
"Korea, Rep.","KOR","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","9.02129","9.32603","9.51083","9.68513","9.86773","10.19162","10.3636","10.60633","10.98454","11.47332","11.94024","12.17913","12.48315","12.83482","13.04815","13.23947","13.44536","13.37467","13.5405","13.58105","13.70801","13.71678","13.93518","14.24012","14.50241","14.88385","15.49928","15.205","15.4298","15.63065","15.68308","15.72852","15.91106","16.1005","16.30055","16.44426","16.65792","16.73542","16.77609","16.84816","16.87138","16.74005","16.65021","16.64546","16.6031","16.50547","16.48165","","",
"Kosovo","XKX","School life expectancy, primary to tertiary, both sexes (years)","SE.SCH.LIFE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
